,getHRP,getIVP
0,-0.03191808371732474,-0.057422047406476384
1,0.005086692565111184,0.047001683264860095
2,0.12910334973005733,0.13262726754608334
3,0.024653226317779442,0.02210227375497742
4,-0.029874544368837408,-0.02512711386766575
5,0.04383547825722989,0.07080532516149551
6,0.05580009112490969,0.10776480990279391
7,0.13785310450455945,0.11674755751985
8,0.2828050089929812,0.2548763854211755
9,-0.06883302704159588,-0.0801579687815992
10,0.15676875700545545,0.21001913426860064
11,-0.09393427024646206,-0.0938066942579805
12,-0.0007125397845518799,0.06404227353796688
13,0.035846227723839164,0.05622665166648089
14,-0.0214469941210248,-0.03473206427677733
15,-0.0428337307896981,-0.04894092752950674
16,-0.03282768076698106,-0.033204966881234976
17,0.23349083864424935,0.23061111100636733
18,0.18261335500846876,0.1885629743517896
19,-0.10777616193672956,-0.05822741201704906
20,-0.06794140242129065,-0.06413236273910639
21,-0.04140305601512917,0.016691180125062433
22,-0.03409254739405265,-0.022996105282161117
23,-0.07982782248305464,-0.0918584459596713
24,-0.007096664618959858,-0.001683189295392351
25,-0.12503788789343595,-0.0920697105513546
26,0.014002862794757265,0.033035453363047695
27,0.1488288929507413,0.14101681782356223
28,0.012202341146834383,-0.018920327717307783
29,-0.01580346116017539,-0.01922806210481398
30,-0.03632857613711871,-0.034098600862110584
31,-0.011309771807971436,0.0937400072261445
32,-0.09285732673310909,-0.09313509678978349
33,0.0018072035632135108,0.0011454917244688723
34,-0.08810719378458731,-0.08414117863693049
35,0.0299393845210727,0.027475681569598454
36,-0.09241636654680796,-0.09831935813706516
37,-0.01726894137547008,0.02881542799785941
38,0.31005182161166456,0.3237668867211909
39,0.03841064414462503,0.038289689300246676
40,-0.11134016911006361,-0.15549353526991372
41,0.09435279030246391,0.04767134819480101
42,0.05521787941492162,0.01806548790980611
43,0.03646995434014588,0.07124532067609746
44,0.08177787650945212,0.08724400326919879
45,0.3592592607164089,0.3518818213433659
46,-0.037995210456992834,-0.06858705994496894
47,0.02385234669112246,0.04999575915842769
48,-0.16191424163144297,-0.17359298009697643
49,0.06493769302805075,0.02982676847200527
50,-0.045721708458999144,-0.03466681792440529
51,0.026590341579003418,0.014818688038976902
52,-0.20267140863743838,-0.17854277096564486
53,0.13368502117661785,0.18244959470569655
54,-0.14072553870701177,-0.12430977064246607
55,-0.09444104885286009,-0.060742081441965246
56,-0.04814053523991424,-0.047462113008335804
57,-0.09190005939787593,-0.11198193356715569
58,-0.22209356481874654,-0.2041014457560808
59,0.16781475191062833,0.11549829414446777
60,-0.024576394024524828,-0.010074809127026074
61,0.08273390479479259,0.0498420315632464
62,0.1882747632613071,0.21950998635329722
63,-0.07728444611321483,-0.03448718261182859
64,0.04333769147384481,0.036126255091529336
65,0.2416041257274517,0.242153125727963
66,0.12106617071789261,0.14103227924331185
67,0.06039611532185085,0.06294718567137325
68,-0.11066935839513836,-0.09604770588533573
69,-0.12083139042311597,-0.07803559996863962
70,-0.1749311533398098,-0.15160356778273887
71,0.18260874788333425,0.19104936204457434
72,0.005304556337647037,-0.00975844602924747
73,0.11397618777129814,0.11543921332724971
74,-0.028946203577912222,-0.01163415861685635
75,0.19833944658984493,0.21261160971175563
76,0.1455524627518905,0.08607584457737993
77,-0.042964534914056496,-0.026634963527904176
78,-0.10230109889269867,-0.09718234037787632
79,0.09132510008552375,0.10376334463801995
80,0.17928905615407298,0.1764821364858118
81,-0.082645717774949,-0.0862146600661523
82,0.005724707165556175,0.008145581099053834
83,-0.047492202275821516,-0.032968769431087286
84,-0.06839872357858601,-0.031144698842129448
85,0.015915216872982807,0.014935447936172963
86,-0.11894777564350945,-0.02759182016104511
87,-0.02119409876631173,0.04623338128968202
88,-0.048987950956425275,-0.020378548060480894
89,0.02991792183809272,0.04549746004576338
90,0.09251345912486442,0.09291466003918036
91,-0.0335367455958101,-0.01464195214909958
92,0.051169442107000584,0.004849170544464876
93,-0.09968985784561313,-0.10002863171023113
94,0.13578239209275456,0.18237307377289924
95,-0.1723730857652127,-0.15047230588550675
96,-0.018927815702390882,-0.026094315792282385
97,-0.009347595422789512,-0.010933695981615976
98,0.07643046139447374,0.10394998427571922
99,-0.08278453247793305,-0.11658245792386412
